hgnc_symbol	chromosome_name
OR7E46P	2
GVINP2	11
NIFKP3	12
STC1	8
Z83839.1	22
AC008875.1	5
ANKRD53	2
FAM178B	2
TDRD6	6
SUPT5H	19
AC147651.2	7
OR2AG2	11
HLA-DQB2	CHR_HSCHR6_MHC_COX_CTG1
DEFB128	20
PLA2G7	6
AC005306.1	19
AC023202.1	8
AC004678.1	19
MAPK10	4
AC004678.2	19
AC113430.1	5
AC007136.1	19
FEM1AP4	13
OR2AG1	11
BTBD2	19
AL139300.1	14
TRAPPC2P9	Y
AC010485.1	19
HAPLN1	5
OFD1P11Y	Y
RPL21P131	19
XRCC3	14
AC011510.1	19
AXL	19
ELOCP9	Y
AP1B1P2	22
AC006504.2	19
Z83839.2	22
AC005357.1	19
GPR83	11
AL049646.2	20
NCR1	CHR_HSCHR19KIR_FH05_A_HAP_CTG3_1
VAX2	2
AC006504.6	19
OR2H5P	CHR_HSCHR6_MHC_QBL_CTG1
AL049646.1	20
AL645998.1	10
AC006504.3	19
TMEM183AP1	CHR_HSCHR6_MHC_QBL_CTG1
GU182349.2	CHR_HSCHR19KIR_G085_BA1_HAP_CTG3_1
FAM234B	12
UBD	CHR_HSCHR6_MHC_QBL_CTG1
LINC00662	19
C22orf42	22
KLHDC9	1
AC092636.2	2
C1orf109	1
OR2H2	CHR_HSCHR6_MHC_QBL_CTG1
RPL13AP	CHR_HSCHR6_MHC_QBL_CTG1
CDY15P	Y
OR7E91P	2
AC240577.1	CHR_HSCHR17_9_CTG4
ATP6V1B1-AS1	2
SLC39A11	CHR_HSCHR17_9_CTG4
GABBR1	CHR_HSCHR6_MHC_QBL_CTG1
LINC02117	5
AC007040.2	2
AL591242.1	6
AC022146.2	19
AC106800.4	5
TEX261	2
AC025171.4	5
LINC02110	5
AC025171.3	5
GDNF-AS1	5
SUCLG1	2
KIR3DL3	CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1
GU182349.3	CHR_HSCHR19KIR_G085_BA1_HAP_CTG3_1
AL162253.2	9
AL161447.2	9
ANXA2R	5
ERMP1	9
AL161447.1	9
AC034226.1	5
AC011284.1	7
AC025171.1	5
AC105227.4	CHR_HSCHR18_1_CTG1_1
CR753845.1	CHR_HSCHR6_MHC_DBB_CTG1
AC073316.3	7
GDNF	5
AC105227.3	CHR_HSCHR18_1_CTG1_1
AC017000.1	7
KRT18P9	6
AP000351.6	CHR_HSCHR22_1_CTG7
AC010226.1	5
CYCSP55	6
LINC00387	13
AC025171.5	5
GSG1	12
TMED7	5
AL137849.1	9
GSTT4	CHR_HSCHR22_1_CTG7
AC020929.1	19
C9orf153	9
KIF26B	CHR_HSCHR1_1_CTG32_1
ZNF131	5
CDYL-AS1	6
AL356747.1	6
AC007881.2	2
CDYL	6
OR7E62P	2
AC092755.2	15
TMED7-TICAM2	5
AC007040.1	2
PIGHP1	15
HLA-Z	CHR_HSCHR6_MHC_APD_CTG1
ANKRD62P1	22
KIR2DS2	CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1
GTF2A2	15
VWFP1	22
AP000365.1	22
LILRB1-AS1	CHR_HSCHR19_4_CTG3_1
AC008869.1	5
AP000547.3	22
ABTB2	11
NADK2-AS1	5
ZNRD2	11
AC009403.1	7
LILRB1	CHR_HSCHR19_4_CTG3_1
TRAV11	14
ANKRD62P1-PARP4P3	22
HLA-DOB	CHR_HSCHR6_MHC_COX_CTG1
E2F3	6
SRP14	15
TICAM2	5
TPTEP1	22
AC009403.2	7
TRIM21	11
ESYT2	7
XKRYP4	Y
SPATA31A6	9
TRAV12-1	14
AC009403.3	7
AL139174.1	11
TRAV8-2	14
USP9YP13	Y
CNPY1	7
FAM89B	11
TRAV8-3	14
AL139099.4	14
ZFR2	19
AL445584.1	9
AP000351.4	CHR_HSCHR22_1_CTG7
LRR1	14
AC063960.1	10
ALG5	13
TRAV13-1	14
TTTY3B	Y
AL008723.1	22
IGKV1-17	2
AL110118.3	CHR_HSCHR14_7_CTG1
USP9YP11	Y
AP000351.1	CHR_HSCHR22_1_CTG7
PARP4P3	22
AC003093.1	7
KIR2DL2	CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1
IGKV2-18	2
AC005301.1	22
PTPN4	2
FAM74A7	9
AP000351.2	CHR_HSCHR22_1_CTG7
IGKV2-19	2
E2F3-IT1	6
SLC25A15P5	22
AL445584.3	9
FGF4	11
AL139300.2	14
AL445584.2	9
OR52P2P	11
LINC01297	14
AL049840.7	14
OR52K3P	11
NCOA3	20
IGKV3-20	2
AC078905.1	15
AL049840.5	14
OR51R1P	11
AC005758.1	19
MMP14	14
GRAMD4P3	14
OR52K2	11
BAG5	14
AC006504.4	19
AC008060.2	7
TERF1P5	13
GCNT3	15
FGF3	11
HMGA1	6
TRAV12-2	14
CD274	9
AC020687.1	15
IGKV6-21	2
DEFB129	20
AC006504.1	19
CHST8	19
SLC25A1P5	19
IGKV1-22	2
LINC00052	15
TRAV8-4	14
YTHDC1	CHR_HSCHR4_1_CTG9
RBM33	7
AL645733.1	6
AL049840.2	14
AC103871.1	15
HLA-N	CHR_HSCHR6_MHC_COX_CTG1
IGKV2-23	2
FAM207BP	13
TRAV8-5	14
IGKV2-24	2
GXYLT1P1	13
TRAV13-2	14
IGKV3-25	2
IGKV2-26	2
DEFB132	20
AC008549.2	5
TRAV14DV4	14
AC244255.1	2
AC008549.1	5
AC005592.2	5
AL662831.1	CHR_HSCHR6_MHC_COX_CTG1
CNN2P12	13
LINC01844	5
AL136131.3	6
TRAV9-2	14
AKR1D1	7
AL034548.1	20
RPL32P29	14
ZNF965P	13
UBQLN1P1	CHR_HSCHR6_MHC_COX_CTG1
SUB1P2	14
AC092755.1	15
RHOQP1	14
TRAV15	14
SPDYE2B	7
AC245505.1	14
VRTN	14
SUPT20H	13
BNIP2	15
AP002008.1	11
RPS29	14
AL031056.1	6
OR52K1	11
C11orf88	11
CPZ	4
H3P24	5
AL031056.2	6
TRAV12-3	14
PLEKHG4B	5
UPK3BL2	7
FABP12P1	6
TRAV8-6	14
RPS2P2	14
AC105052.3	7
TAB2	6
FTLP5	19
MOAP1	CHR_HSCHR14_7_CTG1
OR52M2P	11
AC025171.2	5
AL356218.1	9
UPK3BL1	7
MICC	CHR_HSCHR6_MHC_COX_CTG1
AC010677.2	7
AC010677.1	7
ST6GALNAC6	9
TRAV16	14
AP002518.2	11
AP002518.1	11
POLR2J3	7
IGKV1-27	2
OR52M1	11
AL080312.2	20
IGKV2-28	2
TRAV17	14
GU182339.2	CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1
VEGFA	6
PMIS2	19
C11orf40	11
NFKBIL1	CHR_HSCHR6_MHC_QBL_CTG1
KIR2DS1	CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1
REXO2	11
TRAV18	14
OR6A2	11
IGKV2-29	2
TMPOP1	CHR_HSCHR6_MHC_COX_CTG1
KIR3DP1	CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1
IGKV2-30	2
GTF2IRD1	7
TRAV19	14
KIR2DS3	CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1
AC245505.2	14
GPR78	4
KIR2DL5A	CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1
RPL7AP14	20
AP001189.2	11
AC009263.1	7
OR52I2	11
AICDA	12
KIR2DL1	CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1
ARRB2	17
AC024082.1	7
AP001189.5	11
KIR2DL5B	CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1
LINC02757	11
AC024082.2	7
TRAV20	14
GON7	CHR_HSCHR14_7_CTG1
ASXL3	18
SERF1A	CHR_HSCHR5_1_CTG1_1
AC006927.1	12
KIR3DS1	CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1
SUCLA2P1	CHR_HSCHR6_MHC_COX_CTG1
AC078909.2	15
HSBP1P2	4
AVPI1	10
RFX3	9
AC100802.1	8
C19orf53	19
TMEM251	CHR_HSCHR14_7_CTG1
RPL30P9	8
AC005387.1	19
AC005387.2	19
PGM5P4	2
AC034232.1	5
UBR7	CHR_HSCHR14_7_CTG1
AC034232.2	5
PGM5P4-AS1	2
FKBP8	19
DHX58	17
SUMO4	6
AC108471.3	4
OR10A4	11
TAB2-AS1	6
SERPINB11	18
JAK3	19
OR10A2	11
AC108145.1	4
AP007216.1	11
ZBED1P1	4
OR2D2	11
AP007216.2	11
AC006927.2	12
AL512631.1	10
TIGD7	16
AP003555.1	11
MUC20-OT1	CHR_HSCHR3_4_CTG3
AL512624.2	14
RNF126	19
AP003555.2	11
ZNF214	11
POTEG	14
AC006927.4	12
RPS7P4	1
AC006927.3	12
LINC02753	11
PPP2R3B	CHR_HSCHRX_1_CTG3
COX6B1P7	1
AC099677.1	1
AC099677.2	1
CALR4P	1
RHOC	1
TMIGD1	17
LGR4	11
ECHDC2	1
AC093668.1	7
SERPINF2	17
POLR2J3	7
OR2D3	11
CSNK1A1P3	5
OR10A5	11
AL110118.4	CHR_HSCHR14_7_CTG1
SMIM25	20
SLC25A6P3	1
ZNF215	11
AL132838.3	CHR_HSCHR14_7_CTG1
ZNF263	16
GU182339.3	CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1
LINC00851	20
GCC2	2
IGKV3-31	2
NRDC	1
SOX8	16
LINC02271	4
KIR3DL3	CHR_HSCHR19KIR_G085_BA1_HAP_CTG3_1
KIR2DL4	CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1
LINC01766	19
AC021755.2	15
SRP14-AS1	15
AC006927.5	12
AC105052.1	7
AC020899.1	5
FAM138B	2
AC021755.3	15
GTSE1-DT	22
IGKV1-32	2
AL021808.1	6
ZP3P1	5
AC099550.1	4
C1QTNF7-AS1	4
POLR2J2	7
IGKV1-33	2
LINC02119	5
SH3YL1	2
SERPINB3	18
PLCB1	20
IGKV3-34	2
SULF2	20
IGKV1-35	2
IGKV2-36	2
AC009041.1	16
AC105052.4	7
CPEB2	4
IGKV1-37	2
SPDYE2	7
AC002115.1	19
LGR4-AS1	11
IGKV2-38	2
IGKV1-39	2
AC087280.1	11
AC087280.2	11
IGKV2-40	2
AJ003147.3	16
LINC00921	16
RASA4	7
FOCAD-AS1	9
AC004540.2	7
AC006453.5	2
ELOCP18	1
AC006453.3	2
ZNF75A	16
LINC02584	11
FOCAD	9
AL139413.1	1
GRB14	2
SNX10	7
AP002373.1	11
AC006453.2	2
AP002755.1	11
AC006453.4	2
AC006453.6	2
YBX2	17
AL512444.1	1
RBM7	11
EPHB2	1
IGKV2D-40	2
AC020916.2	19
AC020916.1	19
AC092184.3	12
GCC2-AS1	2
AL354941.1	9
PRDX3P2	1
RNFT1P2	1
ZSWIM4	19
CHI3L2	1
AL162582.1	6
RCC1	1
SLC22A2	6
AC096531.2	1
AC108059.4	2
AC096531.1	1
IGLCOR22-1	22
PTGFR	1
AC003688.3	17
RFPL2	22
SLC2A4	17
AC107075.1	2
AC004232.2	16
AC087721.2	15
AL606495.2	1
AC004232.1	16
AL513523.6	1
AC010761.3	17
AL513523.5	1
AL606495.1	1
AC009227.2	2
ZBTB12BP	4
AC087721.1	15
SUPT6H	17
AC108471.1	4
AC061961.1	2
OIP5	15
INTS3	1
POM121L2	6
UBE2K	4
AC018523.1	11
KCNJ3	2
AL513533.1	10
LRP10	14
CH25H	10
AC136475.10	11
CPSF1P1	22
NNMT	11
SLC5A4-AS1	22
NUSAP1	15
AJAP1	1
SIRT3	11
DCAF4L1	4
IGKV1D-39	2
CBX3P6	2
OLFM3	1
AC106052.1	4
SLC5A4	22
AC092625.1	2
DHFRP2	CHR_HSCHR6_MHC_SSTO_CTG1
IGKV2D-38	2
AC245748.2	19
ZNF285	19
RFX3-AS1	9
MUC4	CHR_HSCHR3_1_CTG3
AL354977.1	9
C11orf71	11
MRPL50	9
TPM3	1
AL354977.2	9
VN1R10P	6
AC010338.1	5
BX248310.2	CHR_HSCHR6_MHC_SSTO_CTG1
RCC2P3	7
ZBTB16	11
GPR89A	1
AC083867.2	7
ZDHHC20P2	CHR_HSCHR6_MHC_SSTO_CTG1
CASP8AP2	6
Z98886.1	1
AC008155.1	7
HLA-S	CHR_HSCHR6_MHC_SSTO_CTG1
LINC01975	17
BX005132.1	1
ZNF229	19
BTF3P5	2
LINC02781	1
CREM	10
LINC02782	1
BMF	15
RPE65	1
AL139823.1	1
KLHL7-DT	7
RPL26P6	10
IFI44L	1
LINC00293	8
C1QTNF7	4
AP001189.3	11
SYTL1	1
IL9	5
NIT1	1
Z98259.3	1
RIC8A	11
Z98259.1	1
AL356280.1	1
Z98259.2	1
DNAJA1P5	1
CSN3	4
DDX58	9
PTMAP10	7
IMPDH1P3	7
EPSTI1	13
CAMK2B	7
ZNF112	19
NANOS3	19
AC079395.3	2
AC079395.2	2
AC079395.1	2
TRIM43CP	2
MSS51	10
LINC00907	18
STUB1	16
BMF-AS1	15
AC007382.1	2
AC245748.1	19
RPL26P20	6
ZFP57	CHR_HSCHR6_MHC_SSTO_CTG1
ZNF204P	6
POLR2A	17
SDHAP2	CHR_HSCHR3_4_CTG3
STRN	2
H3P27	6
PPM1J	1
AC002428.2	5
FKBPL	CHR_HSCHR6_MHC_MCF_CTG1
REM2	14
AL354813.1	20
MUC20	CHR_HSCHR3_4_CTG3
AL034418.1	20
AC002428.1	5
AC021755.1	15
FNBP1L	1
ZDHHC20P1	CHR_HSCHR6_MHC_SSTO_CTG1
MICA	CHR_HSCHR6_MHC_SSTO_CTG1
AC084335.1	18
ZNF391	6
AC018892.1	2
NEPNP	6
AL109614.1	20
AL035079.1	11
NNAT	20
AP000438.2	11
CIR1P3	11
DENND2D	1
PSMD13	11
SLC22A6	11
AC018410.1	11
HERC5	4
AC004540.1	7
SERPINF1	17
ZNF839	14
AL589863.2	10
AC012048.1	10
IRX1P1	13
LRMDA	10
DDB2	11
ANKRD20A10P	13
AL391560.2	13
BLCAP	20
LRRC32	11
AC122710.2	5
LINC02236	5
ZDHHC4P1	13
OIP5-AS1	15
Z97988.2	1
AL603832.3	1
LTA	CHR_HSCHR6_MHC_QBL_CTG1
PARVG	22
AL365255.1	1
AC122710.1	5
AC025756.1	5
LINC02196	5
CRYGN	7
PDIA2	16
SRP9P1	10
AC010997.6	10
AL031118.1	6
TNKS2	10
AP001189.1	11
ATP1B1P1	4
SLC30A9	4
AL359643.1	6
AC024603.1	10
AC091889.1	5
AC091951.5	5
AC091951.3	5
MCFD2P1	6
AL589863.1	10
AC120193.1	8
AL731568.1	10
AL050403.1	20
AC091951.4	5
AC013286.1	10
MARVELD1	10
AC091951.1	5
ADAMDEC1	8
AC005996.1	7
CABS1	4
USP9YP12	Y
GUCY2EP	11
FKBP4P6	9
SNHG3	1
SIRPG-AS1	20
AC244260.2	CHR_HSCHR5_1_CTG1_1
AC006466.1	7
PBX2	CHR_HSCHR6_MHC_SSTO_CTG1
AC006398.1	7
SMN1	CHR_HSCHR5_1_CTG1_1
SIRPG	20
RAB9AP5	Y
ING3	7
AC006380.1	7
AC004156.1	19
SDR42E1P2	9
AC018892.2	2
WNT8B	10
IGKV2OR2-1	2
TRAPPC2P10	Y
IGKV2OR2-2	2
DZANK1	20
ATP5F1AP1	9
IGKV1OR2-3	2
SLC27A3	1
AP001189.4	11
OFD1P12Y	Y
ACP1	2
HLA-DOA	CHR_HSCHR6_MHC_DBB_CTG1
EFL1	15
AL050403.2	20
RAB28P3	9
CMTM5	14
JMJD8	16
AL732314.5	CHR_HSCHRX_1_CTG3
AC114485.1	1
AL732314.4	CHR_HSCHRX_1_CTG3
IGKV1D-37	2
SKA1	CHR_HSCHR18_1_CTG1_1
ELOCP10	Y
FABP5P13	CHR_HSCHRX_1_CTG3
AC015849.13	CHR_HSCHR17_7_CTG4
IGKV2D-36	2
RBPJP6	9
SMR3A	4
KRT18P53	CHR_HSCHRX_1_CTG3
LINC01752	20
OSTCP1	6
AL135937.1	20
AL627422.2	6
CDY1B	Y
AC099567.1	1
JAG1	20
CDY17P	Y
NDUFB6	9
C6orf99	6
BX088651.1	9
DDX3Y	Y
BX088651.4	9
LAYN	11
BMP10	2
FOXI1	5
USP9YP35	Y
GKN3P	2
SMR3B	4
BX088651.2	9
C19orf57	19
KRT18P41	5
USP9YP31	Y
LINC01187	5
CINP	14
FGF7P5	9
EDIL3-DT	5
BX088651.3	9
C18orf54	18
ECHDC3	10
LINC02230	5
CDY18P	Y
LECT2	5
AC099522.1	5
COLGALT1	19
FGF7P4	9
POLR2LP1	CHR_HSCHR6_MHC_DBB_CTG1
GPAT2P2	2
VN1R32P	7
BX664718.1	9
TOPORS	9
AL132640.2	14
EDIL3	5
AC073188.3	7
ADGRF5P2	9
AL132640.3	14
ISCA1	9
BX664718.2	9
FOXD1-AS1	5
C5orf60	5
SMIM27	9
FOXD1	5
FBXL21P	5
ADAM7	8
TRIM27	CHR_HSCHR6_MHC_APD_CTG1
AC073188.4	7
EXOSC8	13
AC100771.1	11
CC2D1A	19
WWC1	5
RPL22P14	6
SSTR5	16
DFFBP1	9
ARAFP2	7
LIN7C	11
AL031595.1	22
VN1R33P	7
AL031595.2	22
SLC25A1P2	7
AP003119.1	11
AC073188.1	7
AC009041.2	16
AC245008.1	1
AC073188.5	7
SSTR5-AS1	16
C20orf96	20
AC073188.2	7
NOTCH2	1
AC073188.6	7
GTSE1	22
GSTT1	CHR_HSCHR22_1_CTG7
LCP2	5
LACTBL1	1
AL078621.4	2
OPRPN	4
TEX46	1
IGKV1D-35	2
STARD6	18
APOBEC1	12
IGKV3D-34	2
GATA3-AS1	10
COX7A2P1	14
GCNT1P1	20
AC026624.1	15
RDH11	14
SPAST	2
CYP4F34P	13
AL390294.1	10
FAT1P1	20
ZNF184	6
GATA3	10
LILRP2	CHR_HSCHR19KIR_G085_BA1_HAP_CTG3_1
AC090958.3	CHR_HSCHR3_1_CTG1
NDC1	1
AC245128.16	CHR_HSCHR19KIR_G085_BA1_HAP_CTG3_1
AL157786.1	10
SNX18P26	13
AL021918.4	6
AC027343.3	5
MARK2P14	CHR_HSCHR3_1_CTG1
HAUS5	19
PROSER2	10
LILRP1	CHR_HSCHR19KIR_G085_BA1_HAP_CTG3_1
LINC02123	5
TBX22	CHR_HSCHRX_2_CTG12
ZFYVE27	10
LINC00328-2P	13
AC027343.1	5
SNORA59B	17
AL021918.2	6
OSBPL9	1
NOL6	9
AC024958.1	8
AL021918.5	6
AC025627.2	17
CTSV	9
LRRC14B	5
AC027343.2	5
ZDHHC6	10
AL021918.1	6
SPDYE5	7
AC021087.4	5
LINC02142	5
AL021918.3	6
ZFP57	CHR_HSCHR6_MHC_COX_CTG1
SLC47A1	17
ZCCHC3	20
WASH2P	2
STK4-AS1	20
AL109809.3	20
AC004947.2	7
PFDN2	1
AL034548.2	20
SIRPB3P	20
KIAA0087	7
MED15P6	14
PROSER2-AS1	10
DDX11L2	2
AP000553.8	22
ADAM28	8
ZNF189	9
NUP210P2	CHR_HSCHR3_1_CTG1
SF1	11
ZDHHC20P1	CHR_HSCHR6_MHC_COX_CTG1
MYT1L-AS1	2
RHOT1P3	13
ANKRD20A9P	13
FSTL3	19
AL132838.4	CHR_HSCHR14_7_CTG1
CDO1	5
C1QTNF8	16
CDS2	20
BTBD7	CHR_HSCHR14_7_CTG1
AC226154.2	CHR_HSCHR3_1_CTG1
AL031985.4	1
AC226154.1	CHR_HSCHR3_1_CTG1
NAIP	CHR_HSCHR5_1_CTG1_1
NUS1	6
SDHAF3	7
AL390719.3	1
LINC01385	5
DNAJC15	13
LINC01386	5
C1orf159	1
AC022832.2	8
NPTXR	22
HMGB3P21	7
AC022880.2	8
AC022880.1	8
TNF	CHR_HSCHR6_MHC_QBL_CTG1
KIR3DL2	CHR_HSCHR19KIR_G248_A_HAP_CTG3_1
PLCB1-IT1	20
AC022690.2	8
ACSL5	10
PHKBP1	20
AL049779.1	14
LINC00400	13
AC022690.1	8
TMEM245	9
AL445567.2	20
NEUROD6	7
AL138709.1	13
AL445567.1	20
SYNDIG1L	14
AC099522.2	5
NUTM2E	10
DEF6	6
ZNF734P	7
AL049779.4	14
HMGB1P40	11
ATP5F1E	20
ARG2	14
AC090707.2	11
AL627422.1	6
AC005479.2	14
AC005479.1	14
AC006457.1	7
DNAJC21	5
AC005090.1	7
AL450405.1	6
GOLGA6L17P	CHR_HSCHR15_5_CTG8
SLC35F1	6
HLA-DMB	CHR_HSCHR6_MHC_APD_CTG1
TUBB1	20
IGKV1D-33	2
CYP4F10P	19
GDF3	12
PIP5K1A	1
TFDP1	13
C5orf58	5
IGKV1D-32	2
VTI1B	14
HEATR5B	2
LINC01149	CHR_HSCHR6_MHC_SSTO_CTG1
IGKV3D-31	2
ANXA1	9
DNM1P38	CHR_HSCHR15_5_CTG8
IGKV2D-30	2
AC136604.1	5
HCP5	CHR_HSCHR6_MHC_SSTO_CTG1
HNRNPA1P1	6
DEDD	1
ZFP69B	1
GOLGA8K	15
IGKV2D-29	2
AC004947.1	7
TNXB	CHR_HSCHR6_MHC_DBB_CTG1
AL359198.2	10
IGKV2D-28	2
IGKV1D-27	2
FGFBP3	10
IGKV2D-26	2
IGKV3D-25	2
AL359198.1	10
PPT2	CHR_HSCHR6_MHC_MCF_CTG1
AC073900.1	7
IGKV2D-24	2
CCDC127	5
TARM1	CHR_HSCHR19_4_CTG3_1
PPIAP3	20
VSX1	20
AP1S2P1	7
IGKV2D-23	2
LINC01746	20
RPL17P43	17
IGKV1D-22	2
AL031985.3	1
AC025627.1	17
IGKV6D-21	2
GLRXP1	20
AC135983.2	15
SLC47A1P1	17
MAPK8	10
AC021087.3	5
AC114489.2	1
LINC00489	20
HLA-DMA	CHR_HSCHR6_MHC_APD_CTG1
AL603839.4	1
GLIS3	9
AC098798.1	4
HLA-DPB1	CHR_HSCHR6_MHC_DBB_CTG1
RPL36AL	14
RPL7L1P13	4
ULK4P1	15
AL603839.3	1
ENPEP	4
ZFP69	1
KIAA1522	1
IGKV1D-16	2
IGKV2D-19	2
AC013759.1	CHR_HSCHR18_1_CTG1_1
DHX16	CHR_HSCHR6_MHC_COX_CTG1
IGKV6D-41	2
AL162293.1	20
PAX5	9
IGKV3D-20	2
NCOA4P2	4
IGKV1D-17	2
ZMYND15	17
CBWD1	9
AL139099.2	14
IGKV2D-18	2
MAPK4	CHR_HSCHR18_1_CTG1_1
CBX6	22
MGAT2	14
AP003119.2	11
IGKV3D-15	2
TNFSF13	17
MAPK1	22
NRSN2-AS1	20
TSKU	11
SOX12	20
RIT2	18
LTB	CHR_HSCHR6_MHC_QBL_CTG1
TAC1	7
NRSN2	20
SEPTIN7P5	7
SERPINB7	18
AC084756.1	15
AK1	9
TRPM7	15
CDKN2AIPNLP3	13
DTWD1	15
AL049745.2	1
EMG1	12
MED11	17
AC245452.2	22
UBE2D3P1	20
DNM1P32	15
OSCAR	CHR_HSCHR19_4_CTG3_1
CXCL16	17
PROKR2	20
NOP10	15
CYP21A2	CHR_HSCHR6_MHC_DBB_CTG1
PIGY	4
AP000925.1	11
PYURF	4
HLA-DPA1	CHR_HSCHR6_MHC_DBB_CTG1
AC012572.5	CHR_HSCHR18_1_CTG2_1
AC091153.4	17
PPP2R1B	11
AC208322.1	CHR_HSCHR18_2_CTG1_1
ZNF285B	19
AL137071.1	9
AC023274.2	Y
ENOX1-AS1	13
AL162419.1	9
AC008894.1	19
ENOX1-AS2	13
GLIS3-AS1	9
RPL36P19	13
AC006512.1	12
AC005301.2	22
AL359095.1	9
AL162713.2	13
GOLGA6L11P	Y
LINC01665	22
C6orf136	CHR_HSCHR6_MHC_COX_CTG1
AC006512.2	12
MEP1AP4	9
AL080312.1	20
RPL12P35	15
ENOX1	13
EMP1	12
C1S	12
AC023274.1	Y
CSPG4P2Y	Y
AL109809.2	20
RPL32P1	CHR_HSCHR6_MHC_DBB_CTG1
DNM1P24	Y
CR759957.1	CHR_HSCHR6_MHC_APD_CTG1
PPIAP79	5
HCG15	CHR_HSCHR6_MHC_APD_CTG1
AC114928.1	5
CSPG4P3Y	Y
RBBP4P6	5
AC117522.3	5
AL162713.1	13
AL161714.1	13
PHKG1P2	7
AC117522.2	5
BTAF1	10
AC117522.1	5
AC245452.1	22
AC010486.1	5
AC010486.2	5
PHBP20	15
AC010486.3	5
TNFSF12	17
ARIH1	15
MIF-AS1	22
TOP3B	22
IFIT1B	10
KCTD15	19
SOGA1	20
AP000350.5	22
PRSS57	19
MIF	22
AL359643.3	6
AL353751.1	10
ZNF969P	4
AL078621.3	2
AL031713.1	16
IFIT3	10
AL031598.1	16
CYSLTR2	13
ZNF180	19
AK3P3	7
KDM3A	2
DPPA3	12
KLHL7	7
AC120057.4	17
AFDN	6
AC120498.8	16
AP000350.7	22
RPS2P52	19
AGL	1
RPL23AP7	2
AC004947.3	7
RPL5P17	5
IFIT6P	10
RPP40	6
AC026700.1	5
CD83P1	6
AC010595.1	5
IFIT2	10
AL031229.1	6
SLC2A11	22
DLG4	17
RPS2P25	5
ATF6B	CHR_HSCHR6_MHC_DBB_CTG1
AC026414.1	5
LINC02860	7
PTP4A1P4	5
FRRS1L	9
TNFSF12-TNFSF13	17
AL009179.3	6
PMS2P3	7
AL392046.1	10
IFIT1	10
PSME2P2	13
TAF8	6
AL117336.1	10
AC010724.2	CHR_HSCHR15_5_CTG8
ATP6V1G1P4	10
UQCRFS1P1	22
ENTHD1	22
LIPA	10
AL022319.1	22
CPEB1	CHR_HSCHR15_5_CTG8
AC100827.3	15
BTF3	5
AC016876.4	17
TMEM202-AS1	15
MAP3K9	14
CLEC4C	12
AC136604.3	5
TMEM202	15
AC010442.3	5
AC021087.2	5
AHRR	5
AC023538.1	8
RAD17P2	13
AL161421.1	13
COX7CP1	13
AC079322.1	15
FNDC3A	13
NBPF22P	5
AC010409.2	5
AC008550.1	5
AC040926.1	8
EIF4EP5	8
AC008574.1	5
SGCZ	8
LUZP1	1
AC113418.1	5
AC020923.1	5
FANCI	15
AC016550.1	5
AC022276.1	12
AC016550.2	5
CRIP1P1	3
SLC29A4P2	7
AC084838.1	8
AC016550.3	5
AL359643.2	6
TNRC18P2	7
AC022039.1	8
AC026444.1	5
AL031428.1	1
EXO5	1
TCEA1P1	9
PRPF38AP1	10
ANKRD20A7P	9
KDM1A	1
AL109809.4	20
GAS2L1P2	9
AL022318.5	22
AL022318.1	22
VN1R51P	9
AC006015.1	7
FAM220CP	9
AGPAT1	CHR_HSCHR6_MHC_MCF_CTG1
AL445670.1	9
CR848007.3	9
SNX18P5	9
PRRC2A	CHR_HSCHR6_MHC_SSTO_CTG1
AL109809.1	20
CR848007.2	9
AC021087.1	5
PPARD	6
CYP4F60P	9
HLA-DOA	CHR_HSCHR6_MHC_MANN_CTG1
PDCD6	5
CKAP2LP1	20
AC007527.2	12
LINC01559	12
SIK2	11
PANCR	4
AC012005.2	Y
AC007527.1	12
CR848007.1	9
ATP5MC1P8	10
AL603839.2	1
AL353692.3	6
GRIN2B	12
AL603839.1	1
GOLGA2P2Y	Y
HMGB3P22	5
LPCAT3	12
ANKRD66	6
RNF17	13
PRELID3B	20
CANX	5
CNN2P4	9
AL161618.1	6
LINC01271	20
AC111006.1	4
CPD	17
PPM1F	22
LINC01270	20
EHBP1L1	11
BEND4	4
STIL	1
NUTM1	15
C4B	6
AC104985.1	18
AC004816.1	14
AC104985.3	18
AC004816.2	14
NOL4	18
COX6CP2	20
DUXAP1	2
AC004825.1	14
DNAH6	2
AC004825.2	14
RPS10	6
PRR16	5
AL161672.1	1
MGAM2	7
AC005329.1	19
AC007535.1	12
DNAAF2	14
ATG12	5
PRELID3BP8	5
NDUFS7	19
AL139099.3	14
SDHA	5
AC114284.1	5
AC008565.1	5
AC113352.1	5
MRPS16P2	20
MTCO1P45	2
