hgnc_symbol	chromosome_name
AC016993.1	12
AC010196.1	12
AC139697.1	12
AL731892.1	1
ASB14	3
CYP4Z2P	1
LINC01494	2
IRF5P1	8
AC117834.1	8
AC097468.2	2
KRT8P30	2
CDK5R2	2
PODXL2	3
AC004383.1	X
AC079597.1	12
APPL1	3
TRIQK	8
AC027601.4	17
AC027601.5	17
AC069209.2	12
ADGRG5	16
LINC00963	9
AC107464.3	4
HGD	3
ABTB1	3
P2RX4	12
LILRA6	CHR_HSCHR19LRC_PGF2_CTG3_1
RPL23AP68	12
AC079598.4	12
LINC00608	2
FEV	2
AL391650.2	1
CYCSP30	12
GPR137C	14
AC103858.3	15
AC103858.1	15
MIR503HG	X
STARD5	15
AC079598.2	12
TRIM63	1
AC032019.2	17
MKRN9P	12
NFAT5	16
SMARCD2	17
LINC02258	12
MC1R	16
AQP8	16
IL16	15
Z99716.2	22
AC092143.2	16
AL603910.2	6
AL121972.1	6
LINC00469	17
PHETA2	22
AC125421.1	17
EEF1A1	6
AP000708.1	11
TCF25	16
LINC02092	17
ACRV1	11
PDIK1L	1
WNT9A	1
AC079598.1	12
LINC00629	X
EIF4BP7	X
RPL18AP15	X
CICP26	1
SMDT1	22
SEPTIN14P17	1
AC079598.3	12
HMGB3P32	16
WNT3A	1
RPS4XP15	12
FAM110D	1
LINC02809	1
AC005052.1	X
C1orf232	1
C16orf78	16
SOWAHD	X
PLAC1	X
NDUFA6	22
AC007861.1	16
RPS7P12	X
AL672032.1	X
RPL21P133	X
GLIPR1L2	12
AL021878.2	22
SMG9	19
AC125421.2	17
AC137735.1	17
CLDN20	6
AC137735.3	17
AL596202.1	6
AC137735.2	17
AL121952.1	6
ZNF593	1
KCNG4	16
AC010551.3	16
AL391650.1	1
CRYBA2	2
RPL39	X
AC010551.2	16
FOXP1	3
WFDC1	16
PYROXD1	12
RUVBL1	3
AC129507.6	CHR_HSCHR17_2_CTG1
LINC02074	17
AC092143.1	16
TAS2R42	12
RPH3AL	CHR_HSCHR17_2_CTG1
AC010551.1	16
AC244131.1	12
AC244131.2	12
TUBB3	16
ARL6IP5	3
PRB3	12
CYP2D6	22
PRB4	12
UPF3B	X
MAGEH1	X
LINC01136	1
EVI5L	19
USP51	X
AL590410.1	X
AL627224.2	X
AC129507.8	CHR_HSCHR17_2_CTG1
VDAC2	10
AC129507.7	CHR_HSCHR17_2_CTG1
AC240137.1	CHR_HSCHR17_2_CTG1
BTG2	1
ATP2C2	16
SEC61A1	3
FOXR2	X
AL159987.2	X
PHF19	9
AL159987.1	X
CFAP65	2
AC005052.2	X
AC009032.1	16
AC092143.3	16
AC012321.1	16
AL670729.2	1
FMOD	1
KCNMA1-AS2	10
AC254562.1	22
PNLIPRP1	10
AC254562.2	22
COX6CP15	10
NDUFA6-DT	22
AL359837.1	1
KCNMA1-AS1	10
KRT8P23	15
UBC	12
AL731575.1	10
KBTBD12	3
AC022100.2	5
AC007546.3	12
C12orf76	12
DPY19L4	8
TG	8
OLA1P1	22
AC254562.3	22
ARMH1	1
RPL22P19	12
AC007546.2	12
AC007546.1	12
ANKRD13A	12
AL391056.2	9
AL031666.1	20
AL353803.4	9
AL031666.2	20
MGLL	3
AL031666.3	20
ATP2C2-AS1	16
ERO1A	14
LRP1	12
OPN1SW	7
AC097468.1	2
AP003692.1	8
CALU	7
MEAK7	16
LARP7P1	1
AC068544.2	2
AC133435.1	3
PRELP	1
TFDP2	3
GALNT3	2
LINC00482	17
RRAGB	X
AC022165.1	16
AC027601.1	17
JADE2	5
AC027601.6	17
AC110285.3	17
AC092145.1	16
EEFSEC	3
COTL1	16
ZMYND8	20
AL133453.1	14
MMP12	11
AC007497.1	16
AL449214.1	3
RUVBL1-AS1	3
BOLA3P1	11
AC117480.1	3
KLHL36	16
OPTC	1
FTO	16
ICAM5	19
OXER1	2
AL391419.1	X
RABL3	3
AL050309.1	X
AL354892.6	CHR_HSCHR6_1_CTG4
HAAO	2
AF305872.1	8
ERMARD	CHR_HSCHR6_1_CTG4
TEX54	11
AC099791.3	1
WDR74	11
AC099791.4	1
USP10	16
FASN	17
AC099791.1	1
SLA	8
FTOP1	2
GTF2E1	3
LILRB5	CHR_HSCHR19LRC_PGF2_CTG3_1
AC098824.1	2
AC016735.1	2
MTCO1P29	3
SLC30A3	2
MTCO2P29	3
AC110285.1	17
C3orf62	3
RRAS	19
AC007347.1	16
AC007496.2	16
AC110285.5	17
USP4	3
AC110285.2	17
AP001160.1	11
DNAJC5G	2
RPGRIP1L	16
PRR36	19
AC010336.3	19
BAHCC1	17
TNPO2	19
RPL23AP83	X
AC110285.4	17
SCAF1	19
AC110285.6	17
KLF8	X
NAP1L1P3	3
CRISPLD2	16
AL031733.1	1
AF305872.2	8
AC007861.2	16
LINC02179	16
AL513343.1	1
DHX37	12
ATP2B4	1
AC072026.1	3
DCAF7	17
AC078857.1	3
LINC02049	3
AC072026.2	3
SKIV2L	CHR_HSCHR6_MHC_MCF_CTG1
AC079841.1	3
AC025280.2	16
AC025280.3	16
AC025280.1	16
RCSD1	1
LINC02176	16
STXBP5L	3
TAPBP	6
BRI3BP	12
CEP290	12
AC007496.3	16
AC007496.1	16
THRIL	12
AC122688.1	12
ZNF706	8
RPS6KA3	X
CAMKK2	12
RAD51D	17
AL031733.2	1
PLBD2	12
SNHG31	2
UBQLN2	X
AL354793.1	X
CU104682.1	CHR_HSCHR19LRC_PGF2_CTG3_1
NELFE	CHR_HSCHR6_MHC_MCF_CTG1
AACS	12
FGA	4
ABCA12	2
AP001330.4	8
AC121761.1	12
AP001330.2	8
LINC00574	CHR_HSCHR6_1_CTG4
LINC02844	8
LINC00242	CHR_HSCHR6_1_CTG4
KRR1	12
AP001330.5	8
AP001330.1	8
AP001330.3	8
SLC8B1	12
IL20	1
AC079841.2	3
AC072026.3	3
LINC01971	17
DUXAP2	8
AC092115.3	16
NACA4P	8
NQO1	16
LINC02845	8
AP001208.1	8
GLIPR1	12
AC009495.3	2
AC009495.2	2
AP001207.2	8
AC009495.1	2
GRHL2	8
SPIN3	X
AC122688.3	12
TCAM1P	17
C12orf29	12
PPARGC1B	5
LYPLA2P2	19
AC009075.1	16
AC072062.1	2
AC018816.1	3
ACMSD	2
LRRC8E	19
GK5	3
RPL10P6	2
AP001207.1	8
LINC01572	16
TACO1	17
AP001207.3	8
AC010336.1	19
ZFP36	19
SLC17A5	6
EEF1A1P12	2
AC091516.1	12
RPS27P15	6
AC004158.1	16
NOB1	16
AC009075.2	16
HMGN2P34	10
AC027348.2	16
C12orf50	12
ZNF423	16
FCMR	1
AC122688.2	12
AC122688.5	12
AC122688.4	12
AC092115.4	16
AC092418.2	3
AC093928.1	3
LMOD3	3
TMEM132B	12
AC067852.3	17
AC004223.2	17
AC107993.1	17
AC004223.1	17
MRPS21P8	16
ESPNL	2
MRPS21P7	16
AC004223.4	17
AC027348.1	16
AC022903.2	17
ADAM3B	16
SLC49A3	4
AC046185.2	17
LINC01819	2
AC093028.1	12
IL24	1
CCT6B	17
AC005252.2	12
AC005252.4	12
AC005252.3	12
DNAH12	3
AC005252.1	12
LINC00939	12
ATP6V0A1	17
ARF1	1
RPL38	17
AL139397.1	X
CCNT2	2
LINC02826	12
NBDY	X
KLHL30-AS1	2
KLHL30	2
UQCRBP1	X
AC098935.2	1
AC098935.1	1
AC007603.2	16
AC007603.1	16
IFT81	12
RPL34P29	16
AC007603.3	16
AC100786.1	17
MYL5	4
RNF7P1	3
SPTBN2	11
PRKAR2A	3
C1orf35	1
AL670729.1	1
TRIM11	1
DEF8	16
ZMYM3	X
RFFL	17
ATP5ME	4
CNEP1R1	16
Z69667.1	16
AL139288.1	1
TRIM17	1
RGS11	16
PRKAR2A-AS1	3
LINC02590	2
AL590428.1	6
LAX1	1
AC092115.2	16
CD109	6
FAM122B	X
CSH2	17
AC007610.7	16
ACTG1P16	16
AC007610.2	16
HEATR3	16
CEP57L1	6
LIG3	17
AC139149.1	17
ACTG1	17
AC007610.6	16
AC007610.3	16
RNF113A	X
AC007610.4	16
NDUFA1	X
AL513185.4	10
CCDC150	2
FAM234A	16
AC027702.2	8
FAM122C	X
AC013267.3	2
AC013267.4	2
DNAJC27-AS1	2
ANK1	8
DNAJC27	2
AC004223.3	17
ZNF830	17
AC007368.1	12
PIGR	1
LINC02825	12
AC005858.2	12
AC005888.1	12
AC005858.3	12
AC005858.1	12
LINC02359	12
GTF3C3	2
NPIPB10P	16
ERFE	2
HIGD1AP8	12
PRB2	12
FRMD4B	3
AC007450.4	12
AC078950.1	12
FSCN2	17
AC009093.8	16
AC009093.2	16
PRB1	12
AC009093.4	16
AC009093.1	16
AC009093.3	16
SAR1B	5
AC009093.5	16
AC009093.10	16
SNX29P2	16
AC025279.2	16
AC009093.7	16
RRN3P2	16
TM2D1	1
AC009093.6	16
AC009093.9	16
XRN1	3
FOXP1-AS1	3
AC025279.1	16
AC097634.4	3
WWP2	16
AC097634.3	3
AC099328.1	3
FOXP1-IT1	3
AC005104.1	2
RBM43P1	3
GPR27	3
AC104841.1	2
FCAMR	1
AC097634.1	3
RELCH	18
AC010883.2	2
EIF4E3	3
LINC02580	2
LILRB2	CHR_HSCHR19LRC_PGF2_CTG3_1
MOSPD1	X
SEC24A	5
AC010883.3	2
ZFP36L2	2
LINC01126	2
HDLBP	2
AC099328.2	3
AC104445.1	3
AC097634.2	3
AC100786.2	17
TTYH2	17
MAP2K7	19
AP000426.1	8
PDCL3P2	8
NCALD	8
LILRA3	CHR_HSCHR19LRC_PGF2_CTG3_1
AC105235.1	8
AC027514.1	18
AC027514.2	18
POLQ	3
AL606534.1	1
AC007450.3	12
AL606534.2	1
DDX55P1	12
AC007450.2	12
LINC02243	X
CEP170	1
HMGB3P31	X
LILRA5	CHR_HSCHR19LRC_PGF2_CTG3_1
AC010336.4	19
IHH	2
SMIM10	X
PTK2	8
AC097468.4	2
AC097468.3	2
LILRA4	CHR_HSCHR19LRC_PGF2_CTG3_1
CCNT2-AS1	2
ZDHHC7	16
AC016542.2	10
AC016542.3	10
RPL7AP11	3
MCU	10
ARHGDIG	16
SLC25A20	3
LINC02347	12
C1orf116	1
ACTN2	1
ILKAP	2
VDAC2P4	2
AC016542.1	10
AC068587.1	8
AL590552.1	6
TXNP7	6
OR7E8P	8
OR7E15P	8
OR7E10P	8
PPARG	3
AL356277.2	6
NIF3L1	2
AL357507.1	6
AL356277.3	6
AL356277.1	6
AL357563.1	6
AC016994.1	2
KIAA0513	16
ST6GAL2	2
AC010336.2	19
TGFBR3L	19
AC005868.1	12
AC010883.1	2
AC110620.1	2
ZBED6	1
AC100863.1	18
ST6GAL2-IT1	2
PSTPIP1	15
CENPBD1	16
PIANP	12
THADA	2
AFG3L1P	16
ZC3H11A	1
FAAP100	17
GPX1	3
FAM92B	16
AP001328.1	8
LINC02139	16
AC026469.1	16
NUDT16	3
ZNF367	9
AC107027.3	3
MAP3K3	17
TCTA	3
AL133477.1	9
AL133477.2	9
ARGFX	3
PPP1R2P5	2
SYT11	1
AC005040.1	2
AC005040.2	2
RHOA-IT1	3
AL133477.3	9
FBXO40	3
RHOA	3
GABPB2	1
AC025279.3	16
RTL8B	X
RPS29P29	1
RTL8C	X
AC064869.1	2
AL136169.1	X
LINC01885	2
AC096669.1	2
RTL8A	X
LINC01886	2
PER2	2
PFKFB2	1
AL356473.1	6
LINC01789	2
AC092127.1	16
AC125494.3	12
GINS2	16
AC006065.1	12
SMIM10L2B	X
SNAPC2	19
NDUFA5P6	12
ETDB	X
SMIM10L2B-AS1	X
LINC00311	16
AC092127.2	16
AC234771.1	X
AC006065.3	12
COX6CP16	16
AC006065.5	12
AC092275.1	16
NCLP2	X
AC006065.2	12
AC092377.1	16
AC006065.6	12
LINC02824	12
AC133540.1	16
AC012485.2	2
AC006065.4	12
AC012485.3	2
AC092118.2	16
AC012485.1	2
AC092118.1	16
AC114402.1	1
AC114402.2	1
HES6	2
GSE1	16
KIFC3	16
EEF1DP7	17
CDC14B	9
LINC02610	2
LINC00943	12
NHEJ1	2
DDX42	17
AC005096.1	7
YOD1	1
AC005072.1	7
AC005088.1	7
AC005086.2	7
SLC23A3	2
NPIPB11	16
CLEC18A	16
CUX1	7
LINC00944	12
LIMD2	17
SEPTIN2	2
AC068946.1	2
AC078878.1	12
AC133555.5	16
LINC02372	12
AC234771.3	X
BOLA2	16
BOLA2-SMG1P6	16
MRPL3	3
HABP4	9
AC078878.2	12
HSPE1P20	12
SLX1B	16
AC091492.1	3
LINC02405	12
CCDC47	17
AL592424.1	1
DNAI2	17
AC007450.1	12
LINC01252	12
GACAT1	2
SRSF10P1	18
NPW	16
AC079949.2	12
AC079949.6	12
AC133555.4	16
AC079949.1	12
SMG1P6	16
AC079949.5	12
AC079949.3	12
PLEKHG2	19
SULT1A4	16
ATP2A2	12
AC046185.3	17
AC103809.1	17
CT55	X
KCNN4	19
AC107027.1	3
AC234771.4	X
AC137630.5	3
AC234771.2	X
NDUFAF3	3
SLX1B-SULT1A4	16
AC234771.5	X
AC133555.3	16
URAHP	16
RGPD4-AS1	2
STRADA	17
AC018695.2	16
ETDA	X
AC018695.6	16
C16orf74	16
ETDC	X
ZNF75D	X
DBNDD1	16
MEX3C	18
WDR6	3
AC018695.9	16
AL590282.2	X
BCL2L12P1	3
AL590282.1	X
DNAJB2	2
ZNF449	X
AC026468.1	16
LONRF1	8
TRAF1	9
AL450472.1	X
GAS8	16
SMIM10L2A	X
CROCCP1	X
AL450472.3	X
AL450472.2	X
ANAPC5	12
HCLS1	3
ETV6	12
PATJ	1
INTS6L	X
GAS8-AS1	16
P4HTM	3
RGPD4	2
INTS6L-AS1	X
AC109315.1	18
SS18L2P2	18
LINC01630	18
KIF19	17
AC137630.2	3
RSL24D1P9	18
ARIH2	3
AC109992.2	3
AC009963.2	2
AC109992.1	3
AC009963.1	2
RPL22P8	2
ATR	3
AC009963.3	2
TSPAN10	17
AC027216.1	18
RPS8P3	18
AC016383.3	18
AC016383.2	18
DGAT1	8
LIMS2	2
AC104452.1	3
AL391380.1	X
SLC5A7	2
AC048337.1	12
SAGE4P	X
NPLOC4	17
CAMK2D	4
SAGE3P	X
SAGE2P	X
NICN1	3
BTBD17	17
AC240442.1	X
AC016383.1	18
LINC00681	8
AC123777.1	8
LINC01593	2
ACTP1	2
CT45A1	X
LINC01594	2
MGAT2P1	X
MGAT2P2	X
EMC8	16
AC233992.1	8
AMT	3
CT45A3	X
HSF1	8
GPR142	17
AC009022.1	16
SEMA6C	1
COX4I1	16
CT45A5	X
LINC02376	12
AC073913.1	12
PDXDC2P	16
LINC02375	12
AC073913.2	12
AC048347.1	12
AC068787.4	12
AC068787.1	12
NPIPB14P	16
AC068787.3	12
AC068787.2	12
AC068787.5	12
AC025252.2	12
AC025252.3	12
AC018695.3	16
AC018695.4	16
PDE6G	17
LINC02411	12
AC099791.2	1
RPSAP21	1
LAMTOR5P1	1
JPT1	17
MTR	1
AC025160.1	12
AC087894.3	12
AC087894.2	12
AC087894.1	12
LINC02393	12
AC008427.2	5
RPL6P9	3
PDE6A	5
AC137630.1	3
DALRD3	3
LINC00508	12
CPNE4	3
LINC00507	12
ARPC3	12
AC022211.2	17
SUMO2	17
EEF1A1P39	10
AL353796.1	10
LINC02441	12
AC022211.4	17
AC140121.1	12
CEP83-DT	12
AC018761.1	19
AC023161.1	12
HMGA1P3	12
AC023161.2	12
LINC02368	12
SUCLG2P2	12
ANAPC7	12
LINC02369	12
TRIP4	15
LSM3P2	12
TMCC3	12
CCDC136	7
PRDM7	16
AC004943.2	16
AC137630.4	3
AC144548.1	12
ARIH2OS	3
AC087565.1	16
AC061709.2	12
AC116667.1	16
AC004943.1	16
AC087565.2	16
MTPAP	10
LINC01568	16
AC023595.1	12
TMEM132C	12
OXLD1	17
RNF41	12
AC061709.3	12
AC090424.1	12
AC107027.2	3
AC092114.1	16
AC117409.1	3
CCDC137	17
TUBB8P7	16
GH2	17
RPL7P16	3
AC002044.3	16
AC004943.3	16
AC140912.1	16
DNM1P17	10
AC116667.2	16
GOLGA2P6	10
TRIR	19
ZFHX3	16
AKT3-IT1	1
FABP7P1	1
AL353796.2	10
AC009022.2	16
SDCCAG8	1
GAPDHP61	15
ZNF609	15
RPS20P4	5
AC072028.1	3
AC090543.2	15
KRT18P18	16
SLC26A2	5
AC090543.3	15
AL591721.1	1
AC002044.2	16
AC091231.2	15
FCF1P7	1
AC132068.1	16
AC002044.1	16
AC009033.1	16
NPM1P24	10
GOLGB1	3
HCCAT5	16
OIT3	10
HMGXB3	5
PLS1	3
MED20	6
AKT3	1
CAMLG	5
AC011406.1	5
CT45A6	X
TIGD6	5
FAM174C	19
AKAP14	X
CT45A2	X
SDSL	12
TIMM44	19
EFNA2	19
CT45A7	X
RHOXF1P3	X
RHOXF1P2	X
BYSL	6
RHOXF1P1	X
SDS	12
KDM2B	12
NKAP	X
TMTC3	12
AC010336.5	19
PLS1-AS1	3
RPS15P9	19
CTXN1	19
AC005330.1	19
TRAF3IP1	2
H3-4	1
AC133919.1	16
AC040958.1	17
LINC02193	16
RPL23AP15	1
AC092418.3	3
CT45A8	X
H2AW	1
AC100830.1	15
FAM157C	16
AC100830.2	15
CCDC57	17
AL662889.1	1
OAZ2	15
KRT19P2	12
CT45A9	X
HNRNPA1P35	2
AC133919.3	16
NDUFB3	2
AC133919.2	16
CSH1	17
AC068831.8	15
GPR17	2
NDUFA12	12
AC108704.2	12
SLC15A4	12
PRC1	15
FAM126B	2
RPS8	1
AC100830.3	15
AC129510.2	17
AC011611.1	12
AC129510.1	17
AC011611.2	12
AC078820.2	12
MIR3150BHG	8
AC108704.1	12
RPL10P13	12
AC078820.3	12
AC078923.1	12
AL592166.1	1
AC011611.6	12
AC022507.1	12
TNFRSF11A	18
LHX5	12
PLEK2	14
ARL16	17
KIF2C	1
H2BU1	1
NDUFAF6	8
LHX5-AS1	12
PDE12	3
AC132872.2	17
TRPC1	3
AC046185.1	17
LINC01234	12
H2BU2P	1
NIFKP1	10
AC127029.1	17
AL161651.1	10
AL139288.2	1
AC005037.1	2
KCNMB4	12
RPL23AP30	2
ORC2	2
AC139530.3	17
AC139530.1	17
AC092128.1	16
HGS	17
MCF2	X
DYNLL1P4	12
KDM2B-DT	12
AC100843.2	18
RNF34	12
RPL17P44	18
AC100843.3	18
AC138627.2	16
ACTBP9	18
AC009120.6	16
VPS33B	15
AC138627.1	16
AC009120.4	16
PPIAP49	16
AC009120.5	16
GLT1D1	12
AC115522.1	19
LYPD5	19
AC018695.5	16
DNAJB8	3
AC018695.1	16
DNAJB8-AS1	3
AC018695.8	16
AC018695.7	16
CD79B	17
AC087752.3	8
TP53INP1	8
GATA2-AS1	3
IRF8	16
AC087752.1	8
AC069262.1	12
AC087752.2	8
NLRP9P1	12
RRM2B	8
GATA2	3
AC127029.3	17
AC016999.1	2
CSHL1	17
INTS8	8
ASB1	2
SLC9A3R2	16
AC021074.1	3
AL391056.1	9
PCOLCE2	3
PLA2G12B	10
AC068831.6	15
PRC1-AS1	15
ACPP	3
AC068831.4	15
NDUFB1	14
AC068831.7	15
GH1	17
VPS33B-DT	15
AC068831.3	15
AC009120.2	16
GET3	19
RPL17P50	10
AC009120.1	16
AC009053.2	16
BEST2	19
LINC02132	16
AC092723.5	16
TMEM132D-AS2	12
AC092723.4	16
AC130404.2	12
AC092723.1	16
AC117373.1	12
AC092723.3	16
AC055717.3	12
AC117373.2	12
AC092723.2	16
AC055717.1	12
AC079456.1	12
AC011611.3	12
PSMD7	16
AC135012.1	16
TMEM132D-AS1	12
PHLDA1	12
AC135012.2	16
AC130404.1	12
AC135012.3	16
LINC01082	16
TMEM132D	12
AC011611.4	12
AC020633.1	3
NIP7P2	3
RNF187	1
AC009053.3	16
AC083809.1	12
AC009120.3	16
AC025569.1	12
AC021074.3	3
AC010301.1	5
LINC02135	16
C4BPB	1
LINC01081	16
DDX46	5
LINC02418	12
C5	9
AC055717.2	12
PTPRB	12
ARF4	3
DNAJC13	3
AC087752.4	8
AC068189.2	8
AC068189.1	8
AC009060.1	16
CCNE2	8
ARF4-AS1	3
AL928654.1	14
CLEC18C	16
AL928654.2	14
BTNL10	1
TEX22	14
DUSP5P1	1
SCRT1	8
C5orf24	5
FTH1P2	1
RHOU	1
MTA1	14
AL078624.2	1
AL078624.1	1
LINC02815	1
CPSF2	14
AL139397.2	X
SPIN2B	X
AC092327.2	16
LINC00917	16
EEF1A1P30	X
AC233992.2	8
RHOXF2B	X
AL022157.1	X
SLC52A2	8
RHOXF1	X
SNRPE	1
NKAPP1	X
SLC16A3	17
LINC01402	X
SUCLA2P3	2
RHOXF1-AS1	X
EFR3B	2
SPIN2A	X
RHOXF2	X
PDPR	16
AC092327.1	16
SFR1P1	X
Z83745.1	X
ISCA1P2	1
FENDRR	16
LINC02814	1
AC007621.1	12
AC007537.1	12
PTMAP9	12
AL162595.2	1
NABP2	12
AC007907.1	16
TMEM78	1
LINC02169	16
BCL2L14	12
FOXF1	16
ORAI1	12
DENND6A-AS1	3
PPP1R11P2	X
FBXL6	8
DENND6A	3
KRT8P29	1
AC132872.3	17
AC132872.4	17
FAAH2	X
AC016999.2	2
CSNK1D	17
LINC01937	2
AC113618.2	2
MTHFD1P1	X
AC113618.1	2
LINC01107	2
HSPE1P6	1
AC145625.2	2
CBX1P3	1
AC145625.1	2
TMEM249	8
AC096645.1	1
LINC00303	1
SUMO2P19	8
TWIST2	2
AP002907.1	8
UBR5-AS1	8
LINC01940	2
LRP6	12
AL162595.1	1
RAB4A	1
AL592146.2	1
SOX13	1
IQCB1	3
UBR5	8
AL731563.3	10
AL731563.2	10
AL117350.1	1
P4HA1	10
NR2C1	12
AC018553.2	16
ZXDB	X
LINC02862	2
AC113133.1	8
IRX3	16
AC092844.1	2
RPL10P14	16
AC020663.5	16
NLRP2B	X
Z93019.1	X
SEPTIN12	16
AC018553.1	16
ZXDA	X
TENT4B	16
AC018553.3	16
LINC02140	16
C2orf66	2
MYCLP2	X
DENND6A-DT	3
KRT8P17	X
AC007343.1	16
AC012486.1	2
LINC02183	16
BX322784.1	X
ZNF283	19
AC007491.1	16
NPHP3	3
MTND1P31	X
MTND2P25	X
ZBTB33	X
EAF2	3
AC010336.8	19
AL133240.1	14
AL133240.2	14
CCSAP	1
AC010336.6	19
SMIM22	16
ELAVL1	19
AL117350.2	1
ANKRD52	12
AL160004.2	1
ZCCHC2	18
UBA5	3
AC093012.1	12
SCN4A	17
RPL31P49	12
ROGDI	16
FAM216A	12
CNGB1	16
SLC39A5	12
AC090181.2	15
AC090181.1	15
ALG13-AS1	X
TSPAN3	15
CRNDE	16
RBM19	12
AC064801.2	18
ALG13	X
AC064801.1	18
GPN3	12
NPHP3-ACAD11	3
AC107959.5	8
AC096576.6	4
ACKR4	3
AC107959.4	8
TNFRSF10C	8
KCNIP4	4
ACAD11	3
AC090181.3	15
AC106742.1	16
AC006213.7	19
AC006213.2	19
ZNF404	19
ACTA1	1
AC006213.6	19
LAIR1	CHR_HSCHR19LRC_PGF2_CTG3_1
AC006213.3	19
AC127029.2	17
AC020663.2	16
STK19	CHR_HSCHR6_MHC_MCF_CTG1
ZNF45	19
SLC25A10	17
NUP85	17
NPHP3-AS1	3
MPZL1	1
HSPA8P19	3
AC009108.3	16
TNFRSF10D	8
AC009108.1	16
AC073863.1	12
MORN3	12
AC009731.1	12
TMED10P2	3
AL445493.3	1
AC080005.1	3
C4BPA	1
AC096576.1	4
LINC01565	3
MRPL12	17
AC096576.2	4
AC096576.3	4
AC084018.4	12
ICAM2	17
KCNIP4-IT1	4
DXO	CHR_HSCHR6_MHC_MCF_CTG1
AC139530.2	17
PTP4A1P1	2
AC013731.1	2
UPP2	2
RPL23AP55	8
AC100861.2	8
POU5F1P6	3
TNFRSF10A	8
AC097359.1	3
AC097359.3	3
RPN1	3
AC133555.2	16
PACRGL	4
AC133555.1	16
AL445493.1	1
UPP2-IT1	2
AC005539.1	2
AC091488.1	2
AC073508.1	17
NPIPB12	16
AC100861.1	8
KRT24	17
PRR29-AS1	17
TNFRSF10A-AS1	8
LINC01089	12
AC010183.1	12
PRR29	17
AC006077.1	5
AL445493.2	1
GLULP5	12
AC008946.1	19
ZNF221	19
AC010183.2	12
C4BPAP1	1
AL731563.4	10
HAUS8P1	12
NPIPB15	16
LINC02459	12
SMG1P2	16
TXNDC15	5
AC009053.5	16
AC009086.2	16
SLC7A5P1	16
AC114803.1	2
AC009086.1	16
CA5AP1	16
PTPRN	2
CCDC148-AS1	2
HDAC4	2
PHLPP1	18
CCL25	19
CCDC148	2
QPRT	16
ZFRP1	X
AL359854.1	X
TMEM255A	X
RHOF	12
AC097359.2	3
TCEA1P2	3
CLEC18B	16
GOLGA4	3
SPN	16
ERLNC1	1
AL592146.1	1
C4BPAP2	1
AC084018.1	12
AC084018.2	12
ETNK2	1
AC007272.1	2
AC009053.4	16
RPL17P10	2
AL596218.1	1
TMEM120B	12
HNRNPDLP2	2
KRT223P	17
C16orf54	16
AC107464.2	4
AC139887.1	4
AC006213.4	19
AC009133.3	16
PCGF3	4
KRT25	17
ZNF230	19
AL512286.1	X
AC100860.1	8
AC007493.2	16
KRT26	17
AC006213.5	19
AC006213.1	19
IRX5	16
TBX5	12
ADCY7	16
ZNF155	19
AC106738.2	16
AC106738.1	16
AC006111.1	16
MTND5P34	16
SLX4	16
AC109136.1	16
CBX1P1	X
SPIN4-AS1	X
LINC01278	X
NONO	X
AC109462.3	16
AC109462.1	16
MTHFSD	16
AC109462.2	16
IRX6	16
AC017028.2	2
HDAC4-AS1	2
AC017028.1	2
KRT27	17
TBX5-AS1	12
AC022726.1	18
AC022726.2	18
BCL2	18
SPIN4	X
KRT28	17
ATP1B4	X
AC090283.1	17
SLC15A2	3
AC139887.4	4
AC139887.2	4
RAB7A	3
KRT10	17
NTHL1	16
RPL31P56	16
RPS15AP11	1
BEST4	1
LINC02774	1
ZBTB18	1
AL160004.1	1
RPS15AP16	3
FTH1P4	3
NUP133	1
MARK2P8	3
AL590483.3	1
MARK2P17	3
AL590483.4	1
AL590483.1	1
AC069240.1	12
AL590483.2	1
TMEM99	17
AL358177.1	1
OSTF1P1	12
MARK3P3	3
BRD7	16
AC009108.5	16
AC010177.2	12
MARK2P6	3
TEPP	16
FOXC2	16
AC112484.3	3
AC067968.2	19
FOXC2-AS1	16
AC112484.1	3
FOXL1	16
AC112484.2	3
AC112484.5	3
AC009108.4	16
AC009108.2	16
AC009154.1	16
AC009060.2	16
AC009154.2	16
LINC02188	16
LINC02189	16
TGIF2P1	1
C1orf100	1
LAMP2	X
ADSS2	1
CCN4	8
VPS29	12
AL645465.1	1
AC009153.1	16
GLG1	16
AC002350.2	12
AC126615.2	12
FGD6	12
RAD9B	12
ATIC	2
AC005803.1	17
ERN1	17
TWF1	12
AC012462.3	2
ZG16	16
AC012462.2	2
AC012462.1	2
CFAP70	10
AC097505.1	4
AC110296.1	4
AC126615.1	12
MKRN2	3
AC016394.4	10
CD55	1
FAM149B1	10
CSF1R	5
SMG1P7	16
USB1	16
EXOSC6	16
AC040970.1	8
MKRN2OS	3
ILDR1	3
EIF4A2P2	10
DENND3	8
RPL7P1	5
ECD	10
RAF1	3
ZNF319	16
TBX3	12
AC023787.3	2
AC023787.2	2
AC023787.1	2
AC079612.1	2
PTCHD3P3	6
AC079612.2	2
RESP18	2
RPL7P28	6
AC093802.2	2
AL359711.1	6
AC093802.1	2
CCDC162P	6
AC053503.2	2
AC026765.3	12
AC110994.2	3
ZNF90P1	3
AC110994.3	3
AC026765.4	12
AC026765.2	12
AARS1	16
AC009804.2	12
AC009804.1	12
SENP7	3
AC008125.1	12
AC078880.1	12
AC078880.3	12
AC078880.4	12
AC078880.5	12
AC078880.2	12
